"# 文本key","文本value"
"Item_Name_96103_1","Оружие"
"Item_Name_96104","「Понимание Скрытого Оружия」"
"Item_Name_96104_1","Темнота"
"Item_Name_96201","Обратный пьяный бессмертный"
"Item_Name_96202","Обратный Йи Цзинь Цзин"
"Item_Name_96203","Обратное изображение пламени сердца"
"Item_Name_96204","Обратная форма дракона"
"Item_Name_96205","Обратное искусство пяти чувств"
"Item_Name_96206","Обратное искусство очищения костного мозга"
"Item_Name_96207","Сохранение обратной черепахи"
"Item_Name_96208","Обратное алмазное тело"
"Item_Name_96209","Обратный Йи Цзинь Цзин [Брахма]"
"Item_Name_96210","Обратная Фиолетовая семизвездочная звезда"
"Item_Name_96211","Перевернутые Божественные звезды"
"Item_Name_96212","Перевернутое бесследное сердце"
"Item_Name_96213","Обратный солнечный трекер"
"Item_Name_96214","Навык обратного дыхания"
"Item_Name_96215","Обратная сутра Кшитигарбхи"
"Item_Name_97000","「Осенняя луна дворца Хань」"
"Item_Name_97001","「Галки играют в воде」"
"Item_Name_97002","「Рыбаки поют вечером」"
"Item_Name_97003","「Сяншань Шегу」"
"Item_Name_97004","「Высокогорный поток воды」"
"Item_Name_98080","Учебное пособие культа пяти драконов"
"Item_Name_98081","Учебное пособие секты Тысячи Тварей"
"Item_Name_98082","Учебное пособие секты мечей Oro"
"Item_Name_98083","Учебное пособие долины бога огня"
"Item_Name_98084","Учебное пособие бамбукового пруда"
"Item_Name_98085","Учебное пособие культа Преисподней"
"Item_Name_98086","Учебное пособие сеанса"
"Item_Name_98087","Учебное пособие гостиной пьяного бессмертного"
"Item_Name_98088","Учебное пособие банды нищих"
"Item_Name_98089","Учебное пособие Дома мече ЛинЛан"
"Item_Name_98090","Свиток эзотерической буддийской секты"
"Item_Name_98091","Свиток павильона Небесной Кузни"
"Item_Name_98092","Свиток соревнований по кунг-фу"
"Item_Name_98093","Реликвия чемпиона"
"Item_Name_98094","Свиток альянса железных мантий"
"Item_Name_98095","Пропуск в павильон мечей Тянья"
"Item_Name_98096","Пропуск в дворец Цзюэтянь"
"Item_Name_98097","Пропуск Шаолинь"
"Item_Name_98098","Таинственный буклет"
"Item_Name_98099","Жетон - Преподобный Тоад"
"Item_Name_98100","Жетон - Ящер-герой"
"Item_Name_98101","Жетон - Бессмертный, покоривший дракона"
"Item_Name_98102","Токен-Большой Банкир"
"Item_Name_98103","Token-A Придорожный предмет"
"Item_Name_98104","Жетон-Цзяннань Бог детективов"
"Item_Name_98105","Жетон - Мастер оружия"
"Item_Name_98106","Токен-Трудовой Император"
"Item_Name_98107","Token-Tea Master"
"Item_Name_98108","Жетон, похожий на цветок"
"Item_Name_98109","Жетон - Вечная секунда"
"Item_Name_98110","Жетон-Чемпион боевых искусств"
"Item_Name_98111","Token-Chicken Master"
"Item_Name_98112","Дикобраз"
"Item_Name_98113","Жетон - Король зверей"
"Item_Name_98114","Окровавленный пакет"
"Item_Name_98115","Бланк с сургучной печатью"
"Item_Name_99999","「Предмет для теста」"
"Item_Name_100001","Формула двойной девятки"
"Item_Name_100002","Формула нефритового пестика"
"Item_Name_100003","Формула желтой весны"
"Item_Name_100004","Формула дома гармонии"
"Item_Name_100005","Формула жемчужной весны"
"Item_Name_100006","Формула цветочной росы"
"Item_Name_100007","Формула весны Пэнлай"
"Item_Name_100008","Формула разбавленного вина"
"Item_Name_100009","Формула зеленого бамбука"
"Item_Name_100010","Формула осенней росы"
"Item_Name_100011","Формула Весны"
"Item_Name_100012","Формула аромата орхидеи"
"Item_Name_100013","Формула воспоминаний о синем мосте"
"Item_Name_100014","Формула весны феникса"
"Item_Name_100015","Формула ароматной мили"
"Item_Name_100016","Лучшая в мире формула"
"Item_Name_100101","Формула капель Knockout Drops"
"Item_Name_100102","Формула вонючего порошка"
"Item_Name_100103","Формула пожирающего кровь порошка"
"Item_Name_100104","Формула порошка сжигающего ци"
"Item_Name_100105","Формула таблетки от любовного червя"
"Item_Name_100106","Формула таблетки от лампового червя"
"Item_Name_100107","Формула порошка"
"Item_Name_100108","Формула рокового трио"
"Item_Name_100109","Формула таблетки расслабления"
"Item_Name_100110","Формула таблетки от недовольства"
"Item_Need","Необходимый материал:"
"Item_Name_100501","Чертеж шляпы ястреба"
"Item_Name_100502","Чертеж орохата"
"Item_Name_100503","Чертеж шляпы зла"
"Item_Name_100504","Шляпа зла"
"Item_Name_100505","Чертеж шляпы сокровищ"
"Item_Name_100506","Чертеж шляпы звезды"
"Item_Name_100507","Чертеж гармонии"
"Item_Name_100508","Чертеж фиолетового ци с востока"
"Item_Name_100509","Чертеж мудрости"
"Item_Name_100510","Чертеж истинного боевого искусства"
"Item_Name_100511","Чертеж божественной шляпы"
"Item_Name_100512","Чертеж мантии ястреба"
"Item_Name_100513","Чертеж одеяния орогова"
"Item_Name_100514","Чертеж злого мантии"
"Item_Name_100515","Чертеж Платье путешественника"
"Item_Name_100516","Чертеж черной брони"
"Item_Name_100517","Чертеж пальто сокровищ"
"Item_Name_100518","Чертеж пальто чернил"
"Item_Name_100519","Чертеж мягкой брони"
"Item_Name_100520","Чертеж багрового аллигатора"
"Item_Name_100521","Чертеж парящего облака"
"Item_Name_100522","Чертеж божественного шелкового платья"
"Item_Name_100523","Чертеж золотого архепаука"
"Item_Name_100524","Чертеж штанов ястреба"
"Item_Name_100525","Чертеж оропантов"
"Item_Name_100526","Чертеж штанов зла"
"Item_Name_100527","Чертеж штанов путешественника"
"Item_Name_100528","Чертеж черных шоссов"
"Item_Name_100529","Чертеж Штанов сокровищ"
"Item_Name_100530","Чертеж штанов Укротитель облаков"
"Item_Name_100531","Чертеж Божественные Шаги"
"Item_Name_100532","Чертеж духовного кота"
"Item_Name_100533","Чертеж хромого ракшаса"
"Item_Name_100534","Чертеж самадхи"
"Item_Name_100535","Чертеж меча горы Хуа"
"Item_Name_100536","Чертеж меча Зефира"
"Item_Name_100537","Чертеж меча зла"
"Item_Name_100538","Чертеж лунного меча"
"Item_Name_100539","Чертеж трости брови"
"Item_Name_100540","Чертеж чугунной трости"
"Item_Name_100541","Чертеж смертоносной трости"
"Item_Name_100542","Чертеж изумрудного посоха"
"Item_Name_100543","Чертеж нефритового бамбукового посоха"
"Item_Name_100544","Чертеж булавы черепокрушителя"
