"# 文本key","文本value"
"Tips_203","경부가 이 세계에 봉인되어 재설정할 수 없습니다."
"Tips_204","현재 연막탄을 사용할 수 없습니다."
"Tips_205","문파 이름이 중복됩니다. 다시 명명하십시오."
"Tips_206","길들이기에 실패했습니다. 애완동물이 어떤 한 종류의 재료 요구 사항을 충족해야 길들이기를 완료할 수 있습니다."
"Tips_207","저장 실패"
"Tips_208","자신의 사육장이 없습니다..."
"Tips_209","뱀, 족제비, 매는 주둔할 수 없습니다..."
"Tips_210","사육할 수 없습니다. 사육장 상한에 도달했습니다."
"Tips_211","이 아이템은 단축키 막대에 놓을 수 없습니다!"
"Tips_212","마차를 끄는 말은 사육할 수 없습니다."
"Tips_213","당신이 {0}의 새로운 문파장이 되었습니다!"
"Tips_214","당신이 {0}을 살해했다는 소식이 퍼져 {1}에서의 당신의 명성이 {3}만큼 {2}했습니다!"
"Tips_215","문파 구성원에게 월급을 지급했습니다. 총 {0}전입니다!"
"Tips_216","현재 상태로는 참가할 수 없습니다. 준비를 마친 후 참가하십시오!"
"Tips_217","인원이 부족하여 무림대회를 시작할 수 없습니다!"
"Tips_218","결투 중에는 소환할 수 없습니다."
"Tips_219","돈이 부족해요. 다른 것을 먹어요."
"Tips_220","명령 범위를 초과했습니다!"
"Tips_221","명령을 실행할 구성원을 선택하지 않았습니다!"
"Tips_222","명령 모드에서는 해당 목표와 상호 작용할 수 없습니다!"
"Tips_223","행동 능력을 상실하면 명령을 내릴 수 없습니다!"
"Tips_224","모든 시설을 배치하십시오!"
"Tips_225","상대방과의 호감도가 {0} 미만이어서 파티를 구성할 수 없습니다!"
"Tips_226","포인트가 부족합니다!"
"Tips_227","추가 후 최대 상한을 초과했습니다!"
"Tips_228","정성이 지극하면 금석이 열린다고, <TipKey>「구자」</>가 성공했습니다!"
"Tips_229","상대방에게 더 이상 의뢰가 없습니다. 나중에 다시 와주세요!"
"Tips_230","아직 파티를 구성하지 않았습니다. 동침할 수 없습니다."
"Tips_231","침대에 이미 사람이 있습니다. 동침할 수 없습니다."
"Tips_232","말에 올라타세요!"
"Tips_233","마차로 개조해야 합니다!"
"Tips_234","{0}이 파티에서 이탈했습니다."
"Tips_235","약전 최대 인원을 초과했습니다!"
"Tips_236","당신은 {0} 문파의 문파장이 아니므로 제자를 약전에 참여시킬 수 없습니다!"
"Tips_237","참전 문파가 해산되어 약전에 참여할 수 없습니다!"
"Tips_238","문파 창고에 자원이 부족하여 영토를 개척할 수 없습니다. 현재 개척에 필요한 자원: {0}"
"Tips_239","문파장만 실행할 수 있습니다!"
"Tips_240","목표가 아직 의술을 배우지 않았습니다."
"Tips_241","애완동물이 사육 중이어서 조작할 수 없습니다."
"Tips_242","이미 문파가 있습니다. 생성할 수 없습니다!"
"Tips_244","상대방의 심경이 너무 낮아 전수할 수 없습니다!"
"Tips_245","현재 파가 이미 존재합니다. 다른 이름을 지어주세요!"
"Tips_246","해당 토지는 봉헌 문파의 세력이 아닙니다. 다른 토지를 선택하십시오!"
"Tips_247","{0}이 당신 문파의 강력한 세력에 굴복하여 많은 자원을 당신 창고에 바쳤습니다. 세력 관계가 30 감소했습니다."
"Tips_248","당신은 파 무공을 수련하기 시작했습니다 (문파 제자 관리에서 확인 가능)"
"Tips_249","문파에 제자가 없어 토지를 개척할 수 없습니다!"
"Tips_250","토지를 개척할 제자를 선택하지 않았습니다!"
"Tips_251","말싸움 <TipKey>「{0}」</>을 해제했습니다."
"Tips_252","무역 자원이 창고에 도착했습니다."
"Tips_253","먼저 문파에 가입하고 교두에게 파 무공을 배우십시오."
"Tips_254","현재 수련 중인 파 무공이 없습니다. 현재 문파 교두에게 파 무공을 배우십시오."
"Tips_255","현재 신분이 문파장이므로 본 문파의 모든 무공을 익혔고, 다른 문파에 가입하여 파 무공을 요청할 수 있습니다."
"Tips_256","현재 문파의 파 무공을 익혔습니다."
"Tips_257","심경이 너무 낮아 말싸움을 시작할 수 없습니다!"
"Tips_258","당신의 팔면흑작 신분이 {0}으로 승급했습니다."
"Tips_259","역대 부군은 1명뿐입니다. 성공적으로 처치하면 대신할 수 있습니다!"
"Tips_260","목표가 사망했습니다. 변장할 수 없습니다."
"Tips_261","{0}이 사망했습니다. 변장이 해제되었습니다."
"Tips_262","당신의 변장이 간파되었습니다. 변장이 해제되었습니다."
"Tips_263","투옥되어 해당 기능을 사용할 수 없습니다."
"Tips_264","상대방의 의술 능력이 부족하여 <TipKey>{0}</>을 치료할 수 없습니다."
"Tips_265","상대방의 의술이 만렙이 아니어서 당신의 보물을 이을 수 없습니다."
"Tips_266","가방에 보물 아이템이 없어 당신의 보물을 이을 수 없습니다."
"Tips_267","당신의 대내금위 신분이 {0}으로 승급했습니다."
"Tips_268","황조 명성이 기준에 미달하여 승급할 수 없습니다."
"Tips_269","관은이 부족하여 승급할 수 없습니다."
"Tips_270","당신의 죄악치가 {1}만큼 {0}했습니다."
"Tips_271","밤 10시부터 새벽 4시 사이에만 효과가 있는 것 같습니다."
"Tips_272","높이가 부족하여 효과가 없는 것 같습니다. 더 높은 곳에서 시도해 보세요."
"Tips_273","당신은 암살령을 수락했습니다. 10일 이내에 {0}을 처치해야 합니다."
"Tips_274","혈살단 사용 성공: {0}"
"Tips_275","{0}에 대한 암살령을 발부했습니다."
"Tips_276","{0}에게 사망 예고를 성공적으로 보냈습니다."
"Tips_277","혈전이 부족하여 승급할 수 없습니다."
"Tips_278","교환 성공. 가방에서 확인하십시오."
"Tips_279","건물을 수리해야 개조할 수 있습니다!"
"Tips_280","未放入供品，无法开始祭拜！"
"Tips_291","의뢰 완료 조건을 충족하지 못했습니다！,"
"Tips_292","현재 공덕: <TipKey>{0}</>"
"Tips_293","술자리에서 좋은 술과 음식을 대접할 수 없습니다!"
"Tips_294","선택 가능한 인원을 초과했습니다!!!"
"Tips_295","선택된 멤버가 없습니다!"
"Tips_296","적합한 병목 돌파 아이템을 사용하세요!"
"Tips_297","현재 능력이 이 병목 현상에 도달하지 못했습니다!"
"Tips_298","오늘은 이미 능력을 배웠습니다."
"Tips_299","이 검갑을 장착하지 않았으므로 이 조작을 할 수 없습니다."
"Tips_300","대황계 또는 소세계 내에서만 수령 가능합니다."
"Tips_301","해당 세력 토지는 개척할 수 없습니다."
"Tips_302","먼저 절학에 요결 공간이 있는지 확인하거나 이미 장착한 것을 먼저 벗으십시오."
"Tips_303","이미 병목 현상에 도달하여 무공 심득으로 향상시킬 수 없습니다."
"Tips_304","제작 조건을 충족하지 못했습니다!"
"Tips_305","모든 빙옥을 획득했습니다!"
"tips_316","잘못된 위치입니다. 다시 배치하십시오!"
"tips_317","잠행 쿨타임 중..."
"tips_318","눈에 띄는 것 같습니다. 나중에 다시 잠행하십시오."
"tips_319","기술 레벨이 부족하여 해당 시설을 절도할 수 없습니다!"
"tips_320","육구상에는 한 종류의 구충만 넣을 수 있습니다!"
"tips_321","내력이 부족하여 아이템을 사용할 수 없습니다!"
"tips_322","해당 단축키 막대에 구충 아이템이 없습니다!"
"tips_323","상대방에게 이미 해당 구충이 있습니다!"
"tips_324","교배 아이템을 소지하지 않았습니다!"
"tips_325","오늘은 이미 운세 점을 봤습니다!"
"Tips_326","최대 레벨에 도달했습니다!"
"Tips_327","무공 심득이 부족합니다!"
"Tips_328","이성문 문파 제자가 아니면 3레벨까지만 강화할 수 있습니다!"
"Tips_329","단조 심득이 부족합니다!"
"Tips_330","정련 성공"
"Tips_331","정련 실패"
"Tips_332","이 토지는 이미 시비를 했습니다."
"Tips_333","특수 장비는 속성을 분해할 수 없습니다!"
"Tips_1000","의뢰를 수락했습니다!"
"Tips_1001","의뢰 완료!"
"Tips_1002","의뢰 미완료!"
"Tips_1003","의뢰 미완료! {0}「{1}」건설 완료"
"Tips_2000","당신은 「{0}」을 깨닫지 못했습니다."
"Tips_2001","도전 실패. 검갑이 성공적으로 업그레이드되지 않았습니다."
"Tips_2002","도전 성공. 검갑 업그레이드 완료"
"Tips_3000","<TipKey>「{0}」</>가 전수에 동의하지 않았습니다 (관계가 좋지 않기 때문)"
"Tips_3001","<TipKey>「{0}」</>가 전수에 동의하지 않았습니다 (태도가 좋지 않기 때문)"
"Decoration_Tree_Song","「소나무」"
"Decoration_Tree_Mei","「매화나무」"
"Decoration_Tree_Zhu","「대나무」"
"Decoration_Tree_Tao","「복숭아나무」"
"Decoration_Tree_Feng","「단풍나무」"
"Decoration_Tree_Hu","「호양나무」"
"Decoration_StoneMine","「빈광산」"
"Decoration_IronMine","「부유한 광산」"
"Decoration_CopperMine","「희귀 광산」"
"Decoration_SilverMine","「빙광산」"
"Decoration_GanCao","「감초」"
"Decoration_SanQi","「삼칠」"
"Decoration_LanlingCao","「난령초」"
"Decoration_XueXianCao","「설선초」"
"Decoration_DuanChangCao","「단장초」"
"Decoration_ZuiXianCao","「취선초」"
"Decoration_YeShengZhuMa","「야생 저마」"
"Decoration_Other_1","「온천」"
"Decoration_Other_2","「용광로」"
"Decoration_Other_3","「등」"
"Decoration_Other_4","「향로」"
"Decoration_Other_5","「대나무 자리」"
"Decoration_Other_6","「감옥」"
"Decoration_Other_7","「모닥불」"
"Decoration_Other_8","「목주」"
"Decoration_Other_9","「약탕관」"
"Decoration_Other_10","「병기대」"
"Decoration_Other_11","「술병대」"
"Decoration_Other_12","「네 자리 술상」"
"Decoration_Other_13","「두 자리 술상」"
"Decoration_Other_14","「고금」"
"Decoration_Other_15","「나무 침대」"
"Decoration_150022","「금위영 나무 침대」"
"Decoration_Other_16","「우물」"
"Decoration_Other_17","「약장」"
"Decoration_Other_18","「병상」"
"Decoration_Other_19","「계산대」"
"Decoration_Other_20","「잡화장」"
"Decoration_Other_21","「옷걸이」"
"Decoration_Other_22","「나무 상자」"
"Decoration_Other_23","「보좌」"
"Decoration_150030","「금위영 보좌」"
"Decoration_150032","「금위영 의자」"
"Decoration_150033","「금위영 등」"
"Decoration_150036","「금위영 고대」"
"Decoration_Other_24","「성황신」"
"Decoration_Other_25","「베틀」"
"Decoration_Other_26","「마구간」"
"Decoration_Other_27","「논밭」"
"Decoration_Other_28","「광산」"
"Decoration_Other_29","「움막」"
"Decoration_Other_30","「공고판」"
"Decoration_Other_31","「책장」"
"Decoration_Other_32","「화살탑」"
"Decoration_Other_33","「기초」"
"Decoration_Other_34","「기초」"
"Decoration_Other_35","「기초」"
"Decoration_Other_36","「기관대」"
"Decoration_Other_37","「문」"
"Decoration_Other_37_1","「잠긴 문」"
"Decoration_Other_42","「깨달음의 돌」"
"Decoration_Other_48","「숨겨진 상자」"
"Decoration_Other_52","「돌다리」"
"Decoration_Other_53","「전투 깃발」"
"Decoration_Other_55","「소형 상선」"
"Decoration_Other_56","「보물 상자」"
"Decoration_Other_57","「무덤」"
"Decoration_Other_58","「숲」"
"Decoration_Other_100","「랑야각 간판」"
"Decoration_Other_101","「마구간 간판」"
"Decoration_Other_102","「포목점 간판」"
"Decoration_Other_103","「주점 간판」"
"Decoration_Other_104","「악루 간판」"
"Decoration_Other_105","「온천 간판」"
"Decoration_Other_106","「의원 간판」"
"Decoration_Other_107","「대장간 간판」"
"Decoration_Other_108","「문파 대기」"
"Decoration_Other_150041","「유실물」"
"Decoration_Other_150044","「사룡구」"
"Decoration_Other_150047","「보물」"
"Decoration_On_Lock","「잠금」"
"Decoration_Un_Lock","「잠금 해제」"
"Decoration_Jingji","「가시덤불」"
"Decoration_Other_151010","「마차」"
"Decoration_150090","「수배명단」"
"Decoration_150091","「혈명단 비석」"
"Decoration_150091_sp","「거대한 바위」"
"Decoration_150092","「비밀 비석」"
"Decoration_150093","「신비로운 상자」"
"Decoration_150094","「팔면흑작 비밀 상자」"
"Decoration_151021","「담장」"
"Decoration_151022","「담장 모퉁이」"
"Decoration_151023","「대문」"
"Decoration_151024","「논밭」"
"Decoration_151025","「울타리」"
"Decoration_151026","「울타리 돌출부」"
"Decoration_151027","「계단」"
"Decoration_151028","「사육장」"
"Decoration_151029","「기둥」"
"Decoration_151030","「산문1」"
"Decoration_151031","「산문2」"
"Decoration_151032","「산문3」"
"Decoration_151033","「산문4」"
"Decoration_151034","「돌계단」"
"Decoration_151035","「성벽 모퉁이」"
"Decoration_151036","「성벽」"
"Decoration_151037","「돌담 모퉁이」"
"Decoration_151038","「돌담」"
"Decoration_151039","「돌담 망루」"
"Decoration_151040","「기초 돌판」"
"Decoration_151041","「기초 돌판 가장자리」"
"Decoration_151042","「기초 돌판 모퉁이」"
"Decoration_151043","「기초 계단」"
"Decoration_151044","「병풍」"
"Decoration_151047","「폭죽」"
"Decoration_151048","「큰 병풍」"
"Decoration_151049","「육구정 상자」"
"Decoration_151050","「린랑검갑」"
"Decoration_151051","「구리말뚝」"
"Decoration_151052","「쇠말뚝」"
"Decoration_151053","「의인말뚝」"
"Decoration_150084","「물고기 떼」"
"Decoration_160012","「형구」"
"Decoration_160013","「단두대」"
"Decoration_170001","컨베이어 벨트·직선"
"Decoration_170002","컨베이어 벨트·좌"
"Decoration_170003","컨베이어 벨트·우"
"Decoration_170010","원료 투입"
"Decoration_170011","완제품 수집"
"Decoration_170012","합성기"
"Decoration_170013","분해기"
"Decoration_170014","균등분배기"
"Decoration_170015","가공기"
"Decoration_Output","생산량: {0}"
"Equip_None_Head","모자 없음"
"Equip_None_Body","옷 없음"
"Equip_None_Weapon","무기 없음"
"Equip_None_Hidden_Weapon","암기 없음"
"Equip_None_Pants","바지 없음"
"Equip_Detail","장비 상세"
"Equip_All_Head","모든 \\n모자"
"Equip_All_Body","모든 \\n옷"
"Equip_All_Arm","모든 \\n바지"
"Equip_All_Hand","모든 \\n무기"
"Equip_All_Weapon","모든 \\n암기"
"Equip_All_Hidden_Weapon","모든 \\n？？"
"Equip_All_Leg","모든 \\n？？"
"Equip_All_Foot","모든 \\n？？"
"Equip_All","모든 \\n장비"
"Equip_Info","캐릭터 장비"
"Equip_Cur_Equip","현재 장비"
"Equip_Prop_Info","캐릭터"
"Equip_Destiny_Info","천명"
"Equip_Rarity_0","조악한"
"Equip_Rarity_1","정교한"
"Equip_Rarity_2","전설"
"Craft_Rarity_Desc","조악한 {0}% 정교한 {1}% 전설 {2}%"
"Equip_On_Part_0","<JingTong_1>머리장비</>"
"Equip_On_Part_1","<JingTong_1>상의</>"
"Equip_On_Part_2","<JingTong_1>하의</>"
"Equip_On_Part_3","<JingTong_1>등 장비</>"
"Equip_On_Part_4","<JingTong_1>품에 지닌 장비</>"
"Equip_On_No_Part","누더기 옷차림"
"World_Equip_Part_0","모자: {0}"
"World_Equip_Part_1","옷: {0}"
"World_Equip_Part_2","바지: {0}"
"World_Equip_Part_3","무기: {0}"
"World_Equip_Part_4","암기: {0}"
"Equip_Name_60001","「머리띠」"
"Equip_Name_60002","「효응립」"
"Equip_Name_60003","「청사두」"
"Equip_Name_60004","「등갑립」"
"Equip_Name_60005","「태악두」"
"Equip_Name_60006","「혈살두」"
"Equip_Name_60007","「적립」"
"Equip_Name_60008","「경죽립」"
"Equip_Name_60009","「청운립」"
"Equip_Name_60010","「통보두」"
"Equip_Name_60011","「성문관」"
"Equip_Name_60100","「비어모」"
"Equip_Name_60200","「적염아우」"
"Equip_Name_60900","「혼원」"
"Equip_Name_60901","「자기동래」"
"Equip_Name_60902","「혜의」"
"Equip_Name_60903","「진무」"
"Equip_Name_60904","「절세신두건」"
"Equip_Name_60800","「환마관」"
"Equip_Name_61001","「누더기상의」"
